TransactionID,ReferenceNumber,CustomerID,CustomerName,AccountNumber,IBAN,Amount,Currency,TransactionType,Merchant,MerchantCategoryCode,City,Region,Country,Date,Time,IPAddress,Device,DeviceFingerprint,Browser,OperatingSystem,AccountAgeDays,PreviousTransactions24h,AverageCustomerSpend,FirstTimeMerchant,VelocityThresholdTriggered,VPNRegionalMismatch,ProxyVPNDetected,UnusualAmountDeviation,RiskScore,Status
TXN-000166,REF-202600166,CUST-10166,Huda Aldossari,SA92-78464930,SA37244865065186221039329,4945.33,AED,ATM Withdrawal,Tamimi Markets,5411,Jeddah,Makkah,Saudi Arabia,2026-06-11,02:03,10.69.237.239,Alinma Mobile App,fp-284406-502,Safari,Linux,1852,1,450,No,No,No,No,Yes,45,Normal
TXN-000167,REF-202600167,CUST-10167,Noura Alghamdi,SA95-50500042,SA33959562520279857484329,1579.4,SAR,Debit,Al Othaim,5411,Jeddah,Makkah,Saudi Arabia,2026-06-24,06:33,10.178.19.128,Samsung S24,fp-734229-869,Mobile App,Windows 11,912,2,450,No,No,No,No,Yes,42,Normal
TXN-000168,REF-202600168,CUST-10168,Maha Alzahrani,SA73-40204429,SA84908417835739537174156,104.22,AED,Credit,Apple Store,5732,Abha,Asir,Saudi Arabia,2026-05-28,16:42,10.221.255.19,Known Web Browser,fp-911582-987,Firefox,macOS,3358,3,250,No,No,No,No,No,4,Normal
TXN-000169,REF-202600169,CUST-10169,Ahmed Aldossari,SA94-71114913,SA85503130478190653150193,254.91,SAR,ATM Withdrawal,Tamimi Markets,5411,Riyadh,Riyadh,Saudi Arabia,2026-05-05,23:28,10.242.14.19,Known Web Browser,fp-896223-409,Chrome,macOS,1520,2,250,No,No,No,No,No,35,Normal
TXN-000170,REF-202600170,CUST-10170,Lama Alghamdi,SA41-37264585,SA87525667698538028500356,253.17,SAR,Debit,SASCO,5541,Khobar,Eastern Province,Saudi Arabia,2026-05-30,15:42,10.68.45.34,Known Web Browser,fp-215164-925,Firefox,macOS,402,0,3200,No,No,No,No,No,10,Normal
TXN-000171,REF-202600171,CUST-10171,Maha Alharbi,SA47-35432412,SA91714736320617680323132,124.61,SAR,Credit,SASCO,5541,Abha,Asir,Saudi Arabia,2026-06-08,03:39,10.121.128.216,Known Web Browser,fp-428060-455,Chrome,Windows 11,1264,3,250,No,No,No,No,No,27,Normal
TXN-000172,REF-202600172,CUST-10172,Omar Alshammari,SA93-48760673,SA67965958001796084338325,500000,SAR,Online Payment,SASCO,5541,Dammam,Eastern Province,Saudi Arabia,2026-07-09,22:24,185.120.59.94,Rooted Device,fp-700060-171,Edge,Linux,54,12,180,Yes,Yes,No,Yes,Yes,99,Critical
TXN-000173,REF-202600173,CUST-10173,Maha Alotaibi,SA30-93227988,SA22228582069641680298546,104.95,AED,Credit,Apple Store,5732,Dammam,Eastern Province,Saudi Arabia,2026-07-10,05:20,10.191.227.192,Known Web Browser,fp-812166-965,Safari,Android,1216,4,450,No,Yes,No,No,No,22,Normal
TXN-000174,REF-202600174,CUST-10174,Maha Aldossari,SA28-67598212,SA59437753841227805325784,15000,SAR,Online Payment,Elite Workstation Pro,5732,Riyadh,Riyadh,Saudi Arabia,2026-05-26,16:57,10.173.73.109,Samsung S24,fp-400873-737,Edge,Android,33,16,2500,No,Yes,No,No,No,78,Suspicious
TXN-000175,REF-202600175,CUST-10175,Yousef Alsubaie,SA93-71005213,SA41963812136306601230029,2688.27,SAR,Credit,Alinma ATM,6011,Abha,Asir,Saudi Arabia,2026-06-30,21:53,10.174.130.139,iPhone 15,fp-963659-334,Firefox,Windows 11,3125,1,3200,Yes,No,No,No,No,32,Normal
TXN-000176,REF-202600176,CUST-10176,Abdullah Alghamdi,SA52-85073668,SA35725012382125432307448,28000,SAR,Online Payment,Unverified Electronics,5732,Jeddah,Makkah,Saudi Arabia,2026-06-29,19:00,185.69.64.18,New Android Device,fp-344028-388,Safari,macOS,64,12,240,Yes,Yes,Yes,Yes,Yes,99,Critical
TXN-000177,REF-202600177,CUST-10177,Faisal Aldossari,SA30-62182350,SA84321723037039028549033,51.2,SAR,ATM Withdrawal,Noon,5399,Dhahran,Eastern Province,Saudi Arabia,2026-05-05,05:12,10.180.249.122,iPhone 15,fp-710058-361,Safari,iOS,3476,0,700,No,No,No,No,No,20,Normal
TXN-000178,REF-202600178,CUST-10178,Abdullah Alshammari,SA29-84167975,SA84975965417625037327059,38.04,USD,Online Payment,SASCO,5541,Jeddah,Makkah,Saudi Arabia,2026-06-07,16:00,10.91.44.18,Samsung S24,fp-197281-968,Firefox,iOS,2708,3,250,No,No,No,No,No,6,Normal
TXN-000179,REF-202600179,CUST-10179,Yousef Alsubaie,SA10-37085203,SA54478091094270451679388,8500,SAR,Online Payment,Apple Store,5732,Riyadh,Riyadh,Saudi Arabia,2026-07-10,04:24,185.31.231.64,iPhone 14 Pro,fp-196806-952,Safari,macOS,168,6,450,Yes,Yes,Yes,Yes,Yes,99,Critical
TXN-000180,REF-202600180,CUST-10180,Noura Alshammari,SA32-93012311,SA23731533127188602147516,250000,AED,Transfer,Unverified Electronics,5732,Khobar,Eastern Province,Saudi Arabia,2026-05-18,04:49,185.186.230.23,Unknown Desktop,fp-986037-211,Edge,iOS,176,9,450,Yes,No,Yes,Yes,Yes,98,Critical
TXN-000181,REF-202600181,CUST-10181,Faisal Alghamdi,SA29-67080135,SA54828870743223151680196,392.41,SAR,ATM Withdrawal,Tamimi Markets,5411,Abha,Asir,Saudi Arabia,2026-07-05,17:45,10.27.18.61,iPhone 15,fp-205438-405,Chrome,Windows 11,975,1,1800,No,No,No,No,No,7,Normal
TXN-000182,REF-202600182,CUST-10182,Huda Alshammari,SA47-65469978,SA38290063561331710538072,52.21,USD,Online Payment,SASCO,5541,Jeddah,Makkah,Saudi Arabia,2026-07-07,06:29,10.38.39.216,Samsung S24,fp-118105-648,Firefox,Windows 11,1227,4,450,No,No,No,No,No,21,Normal
TXN-000183,REF-202600183,CUST-10183,Mohammed Aldossari,SA57-38174155,SA68465309627662499839916,75000,USD,Transfer,SASCO,5541,Makkah,Makkah,Saudi Arabia,2026-07-06,21:28,185.103.211.142,iPhone 15,fp-771482-815,Firefox,Android,57,20,700,Yes,No,No,Yes,Yes,93,Critical
TXN-000184,REF-202600184,CUST-10184,Khalid Alsubaie,SA33-81965287,SA82444326130257508337591,184.33,SAR,ATM Withdrawal,Noon,5399,Dhahran,Eastern Province,Saudi Arabia,2026-05-06,16:58,10.1.88.36,Known Web Browser,fp-210352-672,Chrome,Android,2691,2,250,No,Yes,No,No,No,14,Normal
TXN-000185,REF-202600185,CUST-10185,Rania Alzahrani,SA59-77695780,SA41785802139211486946300,187.81,SAR,Online Payment,Noon,5399,Dammam,Eastern Province,Saudi Arabia,2026-06-14,03:59,10.175.135.220,iPhone 15,fp-358980-775,Mobile App,iOS,2319,4,450,No,No,No,No,No,26,Normal
TXN-000186,REF-202600186,CUST-10186,Abdullah Alghamdi,SA65-53433598,SA74954497778836576060238,77.95,SAR,Transfer,Jarir Bookstore,5942,Dammam,Eastern Province,Saudi Arabia,2026-06-02,01:01,10.133.6.254,iPhone 15,fp-702886-536,Edge,Android,1119,0,1200,No,No,No,No,No,6,Normal
TXN-000187,REF-202600187,CUST-10187,Ahmed Alshammari,SA87-67626269,SA16589003297424040374066,2721.17,SAR,Online Payment,Alinma ATM,6011,Madinah,Madinah,Saudi Arabia,2026-07-06,16:43,10.45.183.160,Known Web Browser,fp-160406-933,Firefox,Linux,3182,2,3200,No,No,No,No,No,20,Normal
TXN-000188,REF-202600188,CUST-10188,Ahmed Alharbi,SA60-51892586,SA19166084613773123319250,437.62,SAR,Debit,Al Othaim,5411,Madinah,Madinah,Saudi Arabia,2026-05-07,18:16,10.129.163.195,iPhone 14 Pro,fp-868821-640,Edge,iOS,3286,1,450,No,No,No,No,No,19,Normal
TXN-000189,REF-202600189,CUST-10189,Huda Alghamdi,SA93-34133172,SA60213956230698163386412,4358.45,SAR,Credit,Al Othaim,5411,Dhahran,Eastern Province,Saudi Arabia,2026-06-18,05:50,10.85.234.113,Samsung S24,fp-408387-998,Edge,Linux,2264,4,1800,Yes,No,No,No,No,39,Normal
TXN-000190,REF-202600190,CUST-10190,Maha Aldossari,SA79-94854152,SA61760910662108390990633,67.4,USD,Transfer,Alinma ATM,6011,Dhahran,Eastern Province,Saudi Arabia,2026-05-28,13:06,10.162.80.242,iPhone 14 Pro,fp-166997-403,Mobile App,macOS,679,4,3200,No,No,No,No,No,23,Normal
TXN-000191,REF-202600191,CUST-10191,Khalid Alqahtani,SA64-23681535,SA15109114492768432057819,76.94,SAR,Online Payment,Jarir Bookstore,5942,Khobar,Eastern Province,Saudi Arabia,2026-06-06,06:50,185.207.159.221,Alinma Mobile App,fp-741783-856,Firefox,Windows 11,2789,1,450,No,No,No,Yes,No,5,Normal
TXN-000192,REF-202600192,CUST-10192,Reem Alzahrani,SA64-62480195,SA20479795603345233185752,1293.27,SAR,Credit,STC Pay,4829,Abha,Asir,Saudi Arabia,2026-05-20,04:20,10.205.112.187,iPhone 14 Pro,fp-235440-450,Chrome,Windows 11,2229,3,1800,No,No,No,No,No,11,Normal
TXN-000193,REF-202600193,CUST-10193,Faisal Alenezi,SA92-32424699,SA72893666926948253429133,724.15,SAR,ATM Withdrawal,SASCO,5541,Madinah,Madinah,Saudi Arabia,2026-05-19,17:53,10.84.195.145,iPhone 14 Pro,fp-334238-195,Chrome,Android,1305,0,1200,No,No,No,No,No,17,Normal
TXN-000194,REF-202600194,CUST-10194,Khalid Alshammari,SA75-38147261,SA48643686391866744650104,120000,SAR,Debit,Elite Workstation Pro,5732,Riyadh,Riyadh,Saudi Arabia,2026-05-08,22:36,185.6.4.81,iPhone 15,fp-514285-627,Mobile App,Android,120,14,2500,Yes,Yes,Yes,Yes,Yes,99,Critical
TXN-000195,REF-202600195,CUST-10195,Reem Alharbi,SA23-48933489,SA63458561987127683755436,120000,AED,Online Payment,Unknown Crypto Exchange,6051,Madinah,Madinah,Saudi Arabia,2026-06-26,22:31,185.162.103.136,Unknown Desktop,fp-273688-931,Safari,Android,124,10,180,Yes,Yes,Yes,Yes,Yes,99,Critical
TXN-000196,REF-202600196,CUST-10196,Abdullah Alghamdi,SA27-31611846,SA58675727169583412181899,86.54,SAR,ATM Withdrawal,STC Pay,4829,Dammam,Eastern Province,Saudi Arabia,2026-06-23,16:15,185.18.160.199,iPhone 15,fp-933089-428,Chrome,Android,542,2,3200,No,No,No,Yes,No,9,Normal
TXN-000197,REF-202600197,CUST-10197,Mohammed Almutairi,SA69-46223655,SA13203211930573125780369,35.19,SAR,Online Payment,Jarir Bookstore,5942,Dhahran,Eastern Province,Saudi Arabia,2026-05-07,21:56,10.187.37.251,Alinma Mobile App,fp-596363-190,Safari,Linux,998,4,3200,No,No,No,No,No,9,Normal
TXN-000198,REF-202600198,CUST-10198,Abeer Alqahtani,SA59-84323681,SA99817160550602798323570,120000,USD,Credit,Offshore Digital Goods,5816,Khobar,Eastern Province,Saudi Arabia,2026-05-01,13:47,185.46.219.156,Unknown Desktop,fp-672955-964,Chrome,Linux,44,8,450,Yes,Yes,Yes,Yes,Yes,99,Critical
TXN-000199,REF-202600199,CUST-10199,Omar Aldossari,SA73-93962129,SA20470017750017027643385,2859.34,SAR,Debit,Jarir Bookstore,5942,Khobar,Eastern Province,Saudi Arabia,2026-06-20,10:51,10.57.117.61,iPhone 15,fp-467101-925,Mobile App,macOS,3203,1,3200,No,No,No,No,No,16,Normal
TXN-000200,REF-202600200,CUST-10200,Khalid Almutairi,SA65-62816317,SA53826086847624872310459,153.96,SAR,ATM Withdrawal,Al Othaim,5411,Riyadh,Riyadh,Saudi Arabia,2026-06-18,22:23,10.3.191.177,Alinma Mobile App,fp-147493-998,Safari,Windows 11,3080,4,450,No,No,No,No,No,13,Normal
TXN-000201,REF-202600201,CUST-10201,Huda Alqahtani,SA11-80497108,SA14516548139846770101269,231.35,SAR,Credit,Tamimi Markets,5411,Riyadh,Riyadh,Saudi Arabia,2026-05-23,09:19,10.162.231.38,Samsung S24,fp-800404-313,Safari,iOS,3393,0,700,Yes,Yes,No,No,No,18,Normal
TXN-000202,REF-202600202,CUST-10202,Mohammed Alghamdi,SA15-95162627,SA89424502233205666378450,28000,SAR,Debit,Offshore Digital Goods,5816,Dhahran,Eastern Province,Saudi Arabia,2026-06-07,08:00,185.17.172.159,Emulator,fp-929800-736,Edge,Windows 11,17,7,2500,Yes,No,Yes,Yes,Yes,97,Critical
TXN-000203,REF-202600203,CUST-10203,Mohammed Alghamdi,SA72-50539367,SA67872600252236937047470,34.73,SAR,ATM Withdrawal,Tamimi Markets,5411,Riyadh,Riyadh,Saudi Arabia,2026-05-21,13:55,10.13.3.226,Alinma Mobile App,fp-753718-141,Chrome,iOS,2986,0,1800,No,No,No,No,No,4,Normal
TXN-000204,REF-202600204,CUST-10204,Huda Alharbi,SA15-53460754,SA77304407366627259114426,1662.67,SAR,ATM Withdrawal,Alinma ATM,6011,Makkah,Makkah,Saudi Arabia,2026-06-16,02:32,10.210.167.70,iPhone 15,fp-787143-557,Chrome,Android,1710,3,250,No,No,No,No,Yes,20,Normal
TXN-000205,REF-202600205,CUST-10205,Faisal Alharbi,SA99-60943520,SA91476220510566463507741,213.53,SAR,Online Payment,Noon,5399,Abha,Asir,Saudi Arabia,2026-06-30,09:25,10.95.56.245,Known Web Browser,fp-789268-132,Edge,Linux,3130,0,250,No,No,No,No,No,35,Normal
TXN-000206,REF-202600206,CUST-10206,Sara Alsubaie,SA78-76952455,SA98218631767693033409320,62.0,SAR,ATM Withdrawal,Amazon.sa,5399,Dhahran,Eastern Province,Saudi Arabia,2026-05-11,06:56,10.86.32.8,iPhone 14 Pro,fp-974768-621,Edge,macOS,384,2,700,Yes,No,No,No,No,27,Normal
TXN-000207,REF-202600207,CUST-10207,Abdullah Alsubaie,SA17-43671355,SA84174748428235423395729,220.99,SAR,Debit,Amazon.sa,5399,Madinah,Madinah,Saudi Arabia,2026-06-27,06:50,10.64.165.3,iPhone 14 Pro,fp-209715-660,Safari,Windows 11,479,1,450,No,No,No,No,No,15,Normal
TXN-000208,REF-202600208,CUST-10208,Reem Alqahtani,SA47-21741483,SA68856944047887056258633,652.99,AED,Credit,Jarir Bookstore,5942,Dammam,Eastern Province,Saudi Arabia,2026-07-06,03:35,10.93.244.2,Known Web Browser,fp-498858-208,Safari,Windows 11,2221,2,250,No,No,No,No,No,12,Normal
TXN-000209,REF-202600209,CUST-10209,Rania Alshammari,SA99-13747041,SA26999975552045557930580,226.23,USD,Credit,SASCO,5541,Dammam,Eastern Province,Saudi Arabia,2026-05-28,06:06,10.30.66.74,iPhone 15,fp-949775-180,Chrome,macOS,2209,1,250,No,No,No,No,No,23,Normal
TXN-000210,REF-202600210,CUST-10210,Lama Alharbi,SA64-57712853,SA65469588422678277439150,274.1,SAR,ATM Withdrawal,SASCO,5541,Madinah,Madinah,Saudi Arabia,2026-06-04,22:04,10.245.91.146,Samsung S24,fp-421411-127,Chrome,Linux,3029,0,1200,No,No,No,No,No,10,Normal
TXN-000211,REF-202600211,CUST-10211,Mohammed Alotaibi,SA89-89738759,SA19415378880379493843586,35.18,SAR,Debit,Al Othaim,5411,Khobar,Eastern Province,Saudi Arabia,2026-05-24,23:19,10.14.88.131,Known Web Browser,fp-103029-546,Edge,Linux,1704,3,1800,No,No,No,No,No,15,Normal
TXN-000212,REF-202600212,CUST-10212,Yousef Alharbi,SA21-47416422,SA20390997680097853843902,944.37,SAR,Credit,Al Othaim,5411,Dhahran,Eastern Province,Saudi Arabia,2026-06-20,05:33,10.225.55.11,Known Web Browser,fp-440479-850,Firefox,Windows 11,1250,1,700,No,No,No,No,No,4,Normal
TXN-000213,REF-202600213,CUST-10213,Khalid Alsubaie,SA99-42330365,SA35704526758817142770529,30.22,SAR,Transfer,Alinma ATM,6011,Jeddah,Makkah,Saudi Arabia,2026-05-28,09:09,10.5.220.39,iPhone 14 Pro,fp-214739-900,Edge,macOS,1982,2,700,No,No,No,No,No,11,Normal
TXN-000214,REF-202600214,CUST-10214,Faisal Alenezi,SA28-35649254,SA31102646045329412033352,1503.75,SAR,Debit,Amazon.sa,5399,Jeddah,Makkah,Saudi Arabia,2026-06-15,10:50,10.60.68.120,iPhone 14 Pro,fp-880423-670,Chrome,iOS,1484,2,1800,No,No,No,No,No,17,Normal
TXN-000215,REF-202600215,CUST-10215,Abeer Alenezi,SA30-75346792,SA59152834468872934521053,2678.99,USD,Online Payment,Tamimi Markets,5411,Makkah,Makkah,Saudi Arabia,2026-07-04,04:34,10.40.202.43,iPhone 14 Pro,fp-133567-647,Safari,iOS,2165,1,450,No,No,No,No,Yes,29,Normal
TXN-000216,REF-202600216,CUST-10216,Rania Almutairi,SA22-65470960,SA68135714947968507679975,362.65,SAR,Transfer,Amazon.sa,5399,Dhahran,Eastern Province,Saudi Arabia,2026-07-06,10:49,10.14.166.187,Alinma Mobile App,fp-611111-495,Mobile App,Android,1851,1,250,No,No,No,No,No,19,Normal
TXN-000217,REF-202600217,CUST-10217,Rania Alshammari,SA34-48362448,SA84521198510436223758887,115.4,AED,Online Payment,Al Othaim,5411,Khobar,Eastern Province,Saudi Arabia,2026-06-17,22:10,10.98.94.130,iPhone 14 Pro,fp-773835-413,Safari,Linux,2608,1,450,No,No,No,No,No,6,Normal
TXN-000218,REF-202600218,CUST-10218,Omar Alsubaie,SA63-11146536,SA25591740346312390847539,734.81,SAR,Transfer,Noon,5399,Riyadh,Riyadh,Saudi Arabia,2026-06-06,14:31,10.213.143.34,iPhone 15,fp-470976-448,Firefox,macOS,2654,1,250,No,No,No,No,No,10,Normal
TXN-000219,REF-202600219,CUST-10219,Lama Aldossari,SA70-92870284,SA70967184669166646736559,4317.09,AED,Online Payment,Jarir Bookstore,5942,Madinah,Madinah,Saudi Arabia,2026-06-23,16:52,10.193.65.32,iPhone 14 Pro,fp-103002-576,Firefox,Linux,2625,3,450,No,No,No,No,Yes,14,Normal
TXN-000220,REF-202600220,CUST-10220,Rania Almutairi,SA88-14118504,SA16725257948398656963478,101.12,SAR,Debit,Apple Store,5732,Madinah,Madinah,Saudi Arabia,2026-05-25,16:51,10.4.9.214,Known Web Browser,fp-308442-876,Chrome,iOS,506,0,1200,No,No,No,No,No,9,Normal
TXN-000221,REF-202600221,CUST-10221,Abdullah Alsubaie,SA40-80768852,SA20782456842069037578285,2554.21,SAR,Debit,SASCO,5541,Makkah,Makkah,Saudi Arabia,2026-06-17,00:12,10.61.150.8,iPhone 15,fp-666257-797,Firefox,Android,1935,1,1200,No,No,No,No,No,15,Normal
TXN-000222,REF-202600222,CUST-10222,Ahmed Alqahtani,SA80-91347212,SA57150708224447440244867,120000,SAR,Transfer,Unknown Crypto Exchange,6051,Madinah,Madinah,Saudi Arabia,2026-06-16,12:49,10.224.3.176,Rooted Device,fp-416340-160,Mobile App,macOS,114,20,240,No,Yes,No,No,Yes,82,Suspicious
TXN-000223,REF-202600223,CUST-10223,Khalid Almutairi,SA79-65438197,SA87525859660960619026405,60.62,AED,Debit,Noon,5399,Madinah,Madinah,Saudi Arabia,2026-06-29,16:34,10.56.210.11,Known Web Browser,fp-841869-104,Mobile App,iOS,2831,0,700,No,Yes,No,No,No,39,Normal
TXN-000224,REF-202600224,CUST-10224,Khalid Alqahtani,SA72-36596340,SA93901882610381172052756,122.67,SAR,ATM Withdrawal,Al Othaim,5411,Dhahran,Eastern Province,Saudi Arabia,2026-05-29,20:52,10.161.14.176,Alinma Mobile App,fp-939688-535,Safari,macOS,1438,4,1800,No,No,No,No,No,6,Normal
TXN-000225,REF-202600225,CUST-10225,Mohammed Alotaibi,SA68-34983586,SA98826263243544611599007,33.99,USD,Transfer,Amazon.sa,5399,Riyadh,Riyadh,Saudi Arabia,2026-07-01,19:54,10.109.55.19,iPhone 15,fp-933480-930,Safari,macOS,2514,3,1200,No,No,No,No,No,19,Normal
TXN-000226,REF-202600226,CUST-10226,Omar Alsubaie,SA66-15660333,SA54378587711156162477453,120000,SAR,Credit,Unknown Crypto Exchange,6051,Makkah,Makkah,Saudi Arabia,2026-05-18,00:26,10.210.169.51,Emulator,fp-402828-795,Safari,macOS,108,9,180,Yes,Yes,No,No,Yes,98,Critical
TXN-000227,REF-202600227,CUST-10227,Maha Aldossari,SA54-30109692,SA21362990398793389692034,2561.57,SAR,Transfer,Amazon.sa,5399,Makkah,Makkah,Saudi Arabia,2026-05-28,22:55,10.5.210.45,Known Web Browser,fp-464153-405,Chrome,iOS,3240,0,450,No,No,No,No,Yes,31,Normal
TXN-000228,REF-202600228,CUST-10228,Reem Alghamdi,SA65-52587451,SA87201511900529321034065,197.62,AED,Credit,Alinma ATM,6011,Abha,Asir,Saudi Arabia,2026-06-04,22:20,10.238.192.65,Known Web Browser,fp-685470-625,Mobile App,macOS,881,1,3200,No,No,No,No,No,33,Normal
TXN-000229,REF-202600229,CUST-10229,Yousef Alharbi,SA26-64245996,SA73431195761999409240730,120000,USD,Transfer,Unknown Crypto Exchange,6051,Abha,Asir,Saudi Arabia,2026-05-10,14:21,185.74.232.70,Unknown Desktop,fp-914355-521,Edge,iOS,32,18,2500,No,Yes,Yes,Yes,Yes,98,Critical
TXN-000230,REF-202600230,CUST-10230,Lama Alharbi,SA27-56918289,SA27342432947206890034082,3000.54,AED,Credit,Alinma ATM,6011,Makkah,Makkah,Saudi Arabia,2026-07-07,16:47,10.246.253.113,iPhone 14 Pro,fp-372443-136,Firefox,macOS,2381,1,250,No,No,No,No,Yes,28,Normal
TXN-000231,REF-202600231,CUST-10231,Abeer Alotaibi,SA82-89727071,SA78334865657465083491064,1632.17,USD,Debit,Amazon.sa,5399,Dammam,Eastern Province,Saudi Arabia,2026-05-28,00:46,10.31.62.16,Known Web Browser,fp-757745-604,Chrome,Windows 11,1122,1,700,No,No,No,No,No,22,Normal
TXN-000232,REF-202600232,CUST-10232,Reem Alotaibi,SA60-93484138,SA75914355205790247103677,628.8,SAR,Transfer,Amazon.sa,5399,Abha,Asir,Saudi Arabia,2026-06-24,06:37,10.49.38.64,Samsung S24,fp-408905-952,Edge,Linux,1986,1,250,No,No,No,No,No,30,Normal
TXN-000233,REF-202600233,CUST-10233,Rania Alenezi,SA88-29212927,SA28814036381729406504203,120000,SAR,Online Payment,Alinma ATM,6011,Jeddah,Makkah,Saudi Arabia,2026-07-04,16:40,10.221.252.143,New Android Device,fp-415441-918,Edge,Android,166,19,240,Yes,No,No,No,Yes,88,Suspicious
TXN-000234,REF-202600234,CUST-10234,Abeer Alenezi,SA64-25406369,SA51195858009649724305245,420.93,SAR,Transfer,Alinma ATM,6011,Riyadh,Riyadh,Saudi Arabia,2026-05-28,23:25,185.89.218.1,iPhone 14 Pro,fp-254192-603,Edge,Android,1264,4,250,No,No,Yes,No,No,32,Normal
TXN-000235,REF-202600235,CUST-10235,Reem Alzahrani,SA16-72410620,SA99862910243335678918786,75000,SAR,Debit,Unverified Electronics,5732,Riyadh,Riyadh,Saudi Arabia,2026-05-03,08:37,185.72.24.87,Rooted Device,fp-855270-600,Chrome,Android,142,13,2500,Yes,Yes,Yes,No,Yes,99,Critical
TXN-000236,REF-202600236,CUST-10236,Abdullah Alqahtani,SA41-98427450,SA25862160197929975806045,1303.86,SAR,Credit,Amazon.sa,5399,Madinah,Madinah,Saudi Arabia,2026-06-10,03:20,10.28.71.82,iPhone 15,fp-118965-616,Mobile App,macOS,1674,1,1200,No,No,No,No,No,12,Normal
TXN-000237,REF-202600237,CUST-10237,Abdullah Alsubaie,SA56-26460557,SA55760191128808135348944,843.39,AED,Debit,Alinma ATM,6011,Dhahran,Eastern Province,Saudi Arabia,2026-06-29,11:58,10.188.167.1,iPhone 14 Pro,fp-767486-704,Mobile App,Linux,2575,2,250,No,No,No,No,Yes,18,Normal
TXN-000238,REF-202600238,CUST-10238,Sara Aldossari,SA24-43341875,SA22547449391735950566366,250000,SAR,Online Payment,Offshore Digital Goods,5816,Jeddah,Makkah,Saudi Arabia,2026-06-19,16:49,185.130.120.58,Emulator,fp-871697-518,Firefox,Linux,84,11,240,No,Yes,Yes,No,Yes,97,Critical
TXN-000239,REF-202600239,CUST-10239,Reem Alzahrani,SA22-51466146,SA88809730708544472075710,1021.74,SAR,Online Payment,Al Othaim,5411,Madinah,Madinah,Saudi Arabia,2026-05-31,15:26,10.101.234.203,Alinma Mobile App,fp-124053-416,Safari,Android,1286,3,450,No,No,No,No,No,26,Normal
TXN-000240,REF-202600240,CUST-10240,Maha Alsubaie,SA93-15882062,SA91839110400733735204765,285.82,SAR,Transfer,STC Pay,4829,Madinah,Madinah,Saudi Arabia,2026-05-21,14:01,10.60.78.161,Samsung S24,fp-376731-575,Chrome,Windows 11,927,0,450,No,No,No,No,No,15,Normal
TXN-000241,REF-202600241,CUST-10241,Khalid Almutairi,SA86-30798580,SA47862158066039214358111,200.04,USD,Debit,Al Othaim,5411,Khobar,Eastern Province,Saudi Arabia,2026-06-17,00:33,10.79.28.180,Known Web Browser,fp-325520-194,Chrome,macOS,1963,0,3200,Yes,No,No,No,No,10,Normal
TXN-000242,REF-202600242,CUST-10242,Abdullah Alshammari,SA31-24650374,SA37415352293539131390968,353.36,AED,Credit,Apple Store,5732,Khobar,Eastern Province,Saudi Arabia,2026-05-18,11:57,10.39.231.186,Alinma Mobile App,fp-977001-924,Mobile App,Android,3169,0,700,No,No,No,No,No,8,Normal
TXN-000243,REF-202600243,CUST-10243,Khalid Alotaibi,SA96-62118556,SA90760991935241030257981,120000,SAR,ATM Withdrawal,Offshore Digital Goods,5816,Khobar,Eastern Province,Saudi Arabia,2026-06-18,05:20,185.85.125.107,Emulator,fp-196520-136,Firefox,Android,57,11,1200,Yes,Yes,Yes,No,Yes,99,Critical
TXN-000244,REF-202600244,CUST-10244,Mohammed Alghamdi,SA72-10186899,SA69441528336285899538415,272.79,AED,ATM Withdrawal,Alinma ATM,6011,Jeddah,Makkah,Saudi Arabia,2026-06-06,13:33,10.57.121.77,iPhone 14 Pro,fp-952233-555,Edge,Android,1104,1,450,No,No,No,No,No,9,Normal
TXN-000245,REF-202600245,CUST-10245,Abeer Alshammari,SA77-84087709,SA83974392752245084332402,4972.96,SAR,Online Payment,SASCO,5541,Dammam,Eastern Province,Saudi Arabia,2026-06-16,23:03,10.211.122.93,iPhone 14 Pro,fp-210675-433,Safari,iOS,3459,1,450,No,Yes,No,No,Yes,26,Normal
TXN-000246,REF-202600246,CUST-10246,Lama Alghamdi,SA71-69627463,SA40484028280811220263516,116.77,SAR,Debit,STC Pay,4829,Khobar,Eastern Province,Saudi Arabia,2026-06-19,16:39,10.70.187.224,Alinma Mobile App,fp-157611-454,Mobile App,Android,2665,0,700,No,No,No,No,No,4,Normal
TXN-000247,REF-202600247,CUST-10247,Reem Almutairi,SA50-50048414,SA30365457920101159742314,3022.89,USD,Credit,Al Othaim,5411,Makkah,Makkah,Saudi Arabia,2026-06-28,15:37,10.134.254.34,iPhone 14 Pro,fp-600667-452,Edge,Windows 11,399,3,1800,No,No,No,No,No,5,Normal
TXN-000248,REF-202600248,CUST-10248,Khalid Alshammari,SA13-12288609,SA25492870970805750977986,436.99,SAR,Transfer,Alinma ATM,6011,Dammam,Eastern Province,Saudi Arabia,2026-06-09,03:17,10.79.65.246,iPhone 14 Pro,fp-559067-863,Firefox,Linux,414,1,250,No,Yes,No,No,No,29,Normal
TXN-000249,REF-202600249,CUST-10249,Reem Alqahtani,SA79-45264317,SA54574123926734782836689,185.66,SAR,ATM Withdrawal,Apple Store,5732,Dhahran,Eastern Province,Saudi Arabia,2026-06-21,05:16,10.15.8.128,iPhone 14 Pro,fp-762935-619,Firefox,Windows 11,2032,1,1800,No,No,No,No,No,32,Normal
